job_id,has_fraud_bigram,has_legit_bigram,has_email,has_phone,has_url,money_in_title,company_profile_length,description_length,requirements_length,benefits_length
153,0,1,0,0,1,0,100,520,281,10
154,0,1,0,0,0,0,81,237,110,68
155,1,0,0,0,0,1,0,164,76,0
156,1,1,1,0,1,0,0,371,131,23
157,0,0,0,0,0,0,63,9,0,0
158,0,0,0,0,1,0,9,41,17,3
159,1,1,0,0,1,0,0,63,174,100
160,0,0,0,0,0,0,36,116,11,0
161,0,1,0,0,0,0,77,278,43,25
162,0,1,0,0,0,0,0,212,68,0
163,0,1,0,0,0,0,189,181,37,0
164,1,1,0,0,0,0,88,173,139,0
165,0,0,0,0,0,0,147,20,44,7
166,0,1,0,0,0,0,58,412,155,7
167,0,1,0,0,0,0,0,79,85,0
168,0,0,0,0,0,0,0,323,0,11
169,0,0,0,0,0,0,59,176,68,22
170,1,0,0,0,0,0,88,121,114,0
171,0,1,0,0,0,0,20,101,32,34
172,0,0,0,0,0,0,398,218,204,0
173,1,1,0,0,0,0,333,19,990,6
174,1,1,1,1,1,0,80,640,164,45
175,0,1,0,0,1,0,136,151,5,4
176,1,0,0,0,0,0,88,153,91,0
177,0,0,0,0,1,0,9,41,17,3
178,1,1,0,0,0,0,60,178,74,11
179,0,0,0,0,0,0,88,151,148,19
180,0,0,0,0,0,0,12,11,9,19
181,0,0,0,0,0,0,0,2,2,2
182,0,0,0,0,1,0,9,41,17,3
183,1,1,0,0,0,0,143,186,96,0
184,1,0,0,0,0,0,0,88,37,11
185,0,1,0,0,0,0,56,136,130,88
186,0,1,0,0,0,0,136,137,5,0
187,1,1,0,0,0,0,88,244,104,0
188,0,1,0,0,0,0,18,59,114,0
189,0,0,0,0,1,0,9,41,17,3
190,0,0,0,0,1,0,9,41,17,3
191,0,0,0,0,0,0,0,323,0,11
192,0,0,1,0,0,0,0,90,111,91
193,1,1,0,0,1,0,0,425,233,4
194,0,0,0,0,1,0,218,168,123,0
195,0,0,0,0,1,0,220,85,0,0
196,0,1,0,0,0,0,145,283,43,66
197,0,0,0,0,1,0,9,41,17,3
198,0,0,0,0,1,0,201,202,6,14
199,0,1,0,0,0,0,113,221,96,37
200,1,0,0,0,0,0,116,109,95,117
201,0,1,0,0,0,0,273,217,82,32
202,0,0,1,0,1,0,87,146,91,123
203,0,0,0,0,1,0,9,41,17,3
204,0,0,0,0,1,0,0,59,0,0
205,0,0,1,0,0,0,12,209,47,0
206,0,1,0,0,1,0,106,205,90,68
207,0,1,0,0,0,0,94,341,41,0
208,1,1,0,0,0,0,88,164,133,0
209,0,0,0,0,1,0,9,41,17,3
210,1,0,0,0,0,0,88,157,91,0
211,1,0,0,0,0,0,88,156,90,0
212,0,1,0,0,0,0,402,157,67,31
213,1,0,0,0,0,0,88,176,92,0
214,1,0,0,0,0,0,88,169,98,0
215,1,1,0,0,1,0,0,1235,0,0
216,1,1,1,1,0,0,131,298,159,85
217,0,0,0,0,1,0,9,41,17,3
218,0,1,0,0,1,0,56,236,441,0
219,0,0,0,0,1,0,120,402,0,0
220,0,1,0,0,1,0,163,175,27,91
221,1,1,0,0,0,0,88,347,189,0
222,0,1,0,0,0,0,136,97,12,2
223,0,0,0,0,0,0,227,29,0,0
224,0,0,0,0,1,0,9,41,17,3
225,1,1,0,0,0,0,88,188,192,0
226,0,1,0,0,0,0,113,100,51,25
227,0,0,0,0,1,0,9,41,17,3
228,0,0,0,0,0,0,0,75,8,9
229,0,1,0,0,0,0,100,86,72,64
230,0,1,0,0,0,0,0,295,82,95
231,1,0,0,0,0,0,88,164,91,0
232,0,0,0,0,1,0,9,41,17,3
233,0,1,0,0,0,0,136,95,12,2
234,0,1,0,0,1,0,163,346,147,109
235,0,1,0,0,1,0,122,68,61,46
236,0,1,1,0,0,0,136,94,16,2
237,0,1,0,0,0,0,0,859,54,0
238,0,0,0,0,1,0,9,41,17,3
239,0,1,0,0,0,0,17,132,21,16
240,0,1,0,0,1,0,34,74,226,0
241,1,0,0,0,0,0,88,165,95,0
242,0,1,0,0,0,0,113,230,78,25
243,0,0,0,0,1,0,0,231,151,18
244,0,0,0,0,1,0,9,32,19,3
245,0,1,0,0,1,0,0,517,0,0
246,0,1,0,0,0,0,113,221,96,38
247,0,0,0,0,1,0,9,41,17,3
248,0,1,0,0,0,0,113,302,78,17
249,0,1,0,0,0,0,113,260,87,24
250,0,1,1,0,0,0,275,264,81,0
251,0,1,0,0,0,0,33,104,128,18
252,0,0,1,0,1,0,87,161,49,125
253,0,1,0,0,1,0,34,95,0,0
254,0,0,0,0,1,0,9,32,19,3
255,0,1,0,0,1,0,34,133,0,0
256,0,1,0,0,0,0,113,188,30,23
257,0,1,0,0,0,0,78,176,169,0
258,0,1,0,0,0,0,0,547,0,0
259,0,0,0,0,0,0,88,149,99,0
260,0,1,0,0,0,0,0,233,86,0
261,0,1,0,0,0,0,136,103,12,2
262,1,0,0,0,0,0,0,105,24,37
263,0,0,0,0,0,0,19,343,48,14
264,0,1,1,0,0,0,136,123,12,2
265,0,0,0,0,0,0,0,187,0,0
266,0,1,0,0,0,0,100,254,75,0
267,1,1,0,0,0,0,0,1063,0,0
268,1,0,0,0,0,0,88,157,96,0
269,0,0,0,0,0,0,0,37,64,34
270,0,0,0,0,1,0,9,41,17,3
271,0,0,0,0,0,0,47,217,0,11
272,1,1,0,0,1,0,143,127,0,0
273,0,1,0,0,1,0,34,76,0,0
274,0,0,0,0,1,0,9,41,17,3
275,0,1,0,0,0,0,20,114,63,34
276,0,0,0,0,0,0,194,141,61,60
277,0,1,0,0,1,0,128,329,90,58
278,0,0,0,0,0,0,317,24,12,4
279,0,0,0,0,1,0,9,32,19,3
280,0,1,0,0,1,0,191,337,139,89
281,0,0,0,0,1,0,9,41,17,3
282,0,0,0,0,1,0,36,348,221,71
283,1,1,0,0,1,0,136,273,41,61
284,0,1,0,0,1,0,128,295,107,58
285,0,0,0,0,1,0,9,41,17,3
286,0,1,0,0,1,0,128,280,78,58
287,0,1,0,0,0,0,136,101,12,2
288,0,1,0,0,0,0,195,47,106,59
289,1,0,0,0,0,0,116,253,213,117
290,1,1,0,0,1,0,111,127,86,37
291,0,1,0,0,0,0,47,202,117,11
292,0,1,0,0,0,0,158,220,66,181
293,0,0,0,0,1,0,9,41,17,3
294,0,1,1,1,0,0,153,94,42,154
295,0,1,1,0,0,0,320,196,192,65
296,0,1,0,0,1,0,119,222,45,213
297,0,1,0,0,0,0,20,122,41,34
298,1,1,0,0,0,0,121,180,140,44
299,0,0,0,0,1,0,88,100,22,169
300,1,0,0,0,0,0,88,156,87,0
301,0,1,0,0,1,0,153,130,79,95
302,0,0,0,0,0,0,156,77,58,26
303,0,1,1,1,1,0,39,99,20,14
304,1,0,0,0,0,0,0,69,62,18
305,1,1,0,0,0,0,88,149,289,0
306,0,0,0,0,1,0,9,41,17,3
307,1,1,0,0,0,0,88,258,185,0
308,0,1,0,0,0,0,20,242,32,34
309,0,0,0,0,1,0,12,100,0,0
310,0,0,0,0,1,0,9,41,17,3
311,0,1,0,0,1,0,170,472,0,0
312,1,0,0,0,0,0,88,168,80,0
313,0,0,0,0,0,0,12,90,0,0
314,0,0,0,0,1,0,9,41,17,3
315,0,1,0,0,1,0,163,355,75,48
316,0,1,0,0,0,0,231,483,365,0
317,0,1,0,0,1,0,225,593,48,12
318,0,0,0,0,0,0,190,219,81,116
319,0,1,0,0,1,0,127,413,174,0
320,0,1,0,0,0,0,402,136,0,0
321,0,1,1,0,0,0,91,307,118,41
322,1,1,0,0,0,0,138,133,33,18
323,0,1,0,0,0,0,201,292,0,13
324,0,1,0,0,0,0,70,240,49,14
325,1,1,0,0,0,0,201,301,118,9
326,0,0,0,0,1,0,105,176,53,0
327,0,0,0,0,1,0,9,41,17,3
328,0,1,0,0,0,0,145,256,79,66
329,0,0,0,0,1,0,9,41,17,3
330,0,1,0,0,0,0,195,108,223,59
331,0,0,0,0,1,0,9,32,20,3
332,0,0,0,0,0,0,47,106,183,0
333,0,1,0,0,0,0,212,107,1,0
334,0,0,0,0,1,0,95,29,47,34
335,0,1,0,0,0,0,0,442,0,0
336,0,0,0,0,0,0,47,165,77,0
337,0,1,0,0,0,0,71,194,34,47
338,0,0,0,0,0,0,88,104,90,0
339,0,0,0,0,0,0,9,39,20,3
340,0,0,0,0,0,0,47,93,155,0
341,0,0,0,0,0,0,398,424,52,1
342,0,1,0,0,0,0,225,97,0,0
343,0,1,0,0,0,0,434,49,185,4
344,0,1,0,0,0,0,108,68,127,11
345,0,0,0,0,1,0,9,32,20,3
346,1,0,0,0,0,0,17,81,34,20
347,1,0,0,0,0,0,33,217,53,6
348,0,0,0,0,1,0,9,41,17,3
349,0,1,0,0,1,0,56,87,103,0
350,0,0,0,0,0,0,47,86,146,0
351,0,1,0,0,0,0,184,477,214,0
352,0,0,0,0,0,0,19,159,23,15
353,0,1,0,0,0,0,0,126,71,19
354,0,0,0,0,1,0,163,677,0,0
355,0,0,0,0,0,0,0,17,0,0
356,0,1,0,0,0,0,87,303,114,54
357,1,0,0,0,0,0,88,188,114,0
358,0,0,0,0,0,0,31,28,8,4
359,1,0,0,0,0,0,88,166,91,0
360,1,1,0,0,1,0,206,100,45,0
361,0,1,0,0,0,0,69,223,59,0
362,0,0,0,0,0,0,398,192,318,0
363,0,1,0,0,0,0,160,240,75,58
364,0,0,0,0,0,0,140,435,41,30
365,0,0,0,0,0,0,104,36,4,7
366,0,0,0,0,1,0,9,41,17,3
367,0,1,0,0,0,0,165,187,135,8
368,0,1,0,0,0,0,136,106,8,2
369,0,0,0,0,0,0,0,46,0,0
370,0,1,0,0,0,0,182,189,70,0
371,0,0,0,0,0,0,0,277,36,5
372,1,1,0,0,0,0,128,570,88,98
373,0,1,0,0,1,0,160,257,138,0
374,1,1,0,0,0,0,82,264,39,19
375,0,1,0,0,0,0,0,683,0,0
376,1,0,0,0,0,0,88,253,86,0
377,0,0,0,0,0,0,0,328,87,5
378,0,1,0,0,0,0,121,264,31,69
379,0,1,0,0,1,0,0,279,104,6
380,0,1,0,0,0,0,59,405,0,0
381,0,0,0,0,0,0,0,96,81,4
382,0,1,0,0,1,0,75,191,83,0
383,0,0,0,0,0,0,0,145,43,4
384,0,0,0,0,0,0,19,45,5,2
385,0,1,0,0,1,0,34,93,0,0
386,0,1,0,0,0,0,0,179,133,47
387,0,0,0,0,1,0,9,41,17,3
388,0,0,0,0,0,0,74,123,32,0
389,0,1,0,0,1,0,87,294,59,328
390,0,0,0,0,0,0,0,35,110,0
391,0,0,0,0,0,0,136,234,82,16
392,1,0,0,0,0,0,88,139,73,0
393,0,1,0,0,0,0,134,177,80,89
394,1,1,0,0,0,0,88,170,191,0
395,0,1,1,0,0,0,215,128,123,56
396,0,1,0,0,0,0,206,14,9,0
397,0,0,0,0,0,0,0,94,58,64
398,0,1,0,0,0,0,44,190,247,42
399,0,1,1,1,1,0,87,169,115,48
400,0,1,0,0,1,0,259,116,70,0
401,0,1,0,0,0,0,20,121,214,86
402,0,0,0,0,1,0,160,82,61,16
403,0,1,0,0,0,0,116,184,134,30
404,0,0,0,0,0,0,0,365,30,15
405,0,0,0,0,0,0,9,24,18,3
406,0,1,0,0,0,0,76,260,106,33
407,0,1,0,0,0,0,192,74,69,0
408,0,0,0,0,0,0,18,55,15,0
409,1,1,0,0,0,0,88,327,182,0
410,0,1,0,0,1,0,45,178,93,49
411,0,1,0,0,0,0,114,140,64,49
412,0,0,0,0,0,0,227,28,0,0
413,0,1,0,0,0,0,0,181,224,0
414,0,1,0,0,0,0,136,106,12,2
415,0,0,0,0,0,0,88,135,93,0
416,0,0,0,0,1,0,9,32,20,3
417,0,0,1,0,1,0,87,70,103,125
418,0,0,0,0,0,0,87,45,8,0
419,1,0,0,0,0,0,88,103,100,0
420,0,1,0,0,0,0,150,300,62,0
421,1,1,0,0,0,0,88,170,191,0
422,0,0,0,0,1,0,9,41,17,3
423,0,1,0,0,0,0,79,199,131,47
424,0,0,0,0,0,0,87,169,155,28
425,0,1,0,0,0,0,0,70,55,0
426,0,1,0,0,0,0,116,183,134,90
427,0,1,0,0,0,0,113,277,25,0
428,0,1,0,0,0,0,136,98,13,2
429,1,1,1,0,1,0,87,153,57,76
430,1,1,0,0,0,0,91,144,49,5
431,0,1,0,0,1,0,355,220,57,59
432,0,1,0,0,0,0,0,206,90,0
433,0,1,0,0,1,0,56,156,135,90
434,0,0,0,0,0,0,0,16,42,0
435,0,1,0,0,0,0,197,13,43,0
436,1,0,0,0,0,0,0,19,3,0
437,0,0,0,0,1,0,9,41,17,3
438,0,0,0,0,1,0,9,41,17,3
439,0,1,0,0,0,0,127,128,124,70
440,0,1,0,0,1,0,75,248,70,51
441,0,1,0,0,0,0,236,42,9,0
442,0,1,1,0,0,0,0,64,17,22
443,0,0,0,0,1,0,17,215,17,0
444,1,1,0,0,1,0,20,115,78,44
445,0,0,0,0,1,0,9,41,17,3
446,1,1,0,0,0,0,88,159,91,0
447,0,1,0,0,0,0,91,149,60,5
448,1,0,0,0,0,0,88,154,111,0
449,0,0,0,0,0,0,90,81,17,8
450,0,1,0,0,1,0,222,397,0,0
451,0,1,1,1,1,0,90,227,134,127
452,0,1,0,0,1,0,60,153,0,0
453,0,1,0,0,1,0,382,265,57,209
454,0,1,0,0,0,0,120,55,284,0
455,1,0,0,0,0,0,88,140,89,0
456,1,0,0,0,0,0,88,156,85,0
457,0,1,0,0,0,0,20,186,46,54
458,0,1,1,0,1,0,87,155,48,51
459,0,1,0,0,0,0,54,24,237,0
460,0,0,0,0,1,0,0,130,148,7
461,0,1,0,0,0,0,168,280,52,0
462,0,1,0,0,1,0,0,218,103,0
463,0,0,0,0,1,0,9,41,17,3
464,0,0,0,0,0,0,104,81,0,0
465,0,1,0,0,0,0,139,347,112,0
466,0,1,0,0,0,0,59,321,0,0
467,1,0,0,0,0,0,88,154,100,0
468,0,0,0,0,0,0,99,364,71,21
469,0,1,0,0,1,0,0,354,0,0
470,0,1,0,0,0,0,75,121,40,29
471,1,0,0,0,0,0,88,260,86,0
472,0,1,0,0,1,0,0,520,0,0
473,1,0,0,0,0,0,0,65,11,0
474,0,0,0,0,1,0,9,41,17,3
475,0,1,0,0,0,0,0,27,9,8
476,0,0,1,0,1,0,87,140,54,0
477,1,0,0,0,0,0,126,231,0,0
478,1,1,0,0,0,0,88,347,103,0
479,0,0,0,0,1,0,88,118,1,109
480,1,0,0,0,0,0,88,156,89,0
481,1,1,0,0,0,0,19,118,160,15
482,1,1,0,0,0,0,168,516,43,0
483,0,1,0,0,0,0,108,156,91,45
484,0,0,0,0,1,0,105,121,91,0
485,0,0,1,0,0,0,54,85,161,16
486,0,1,0,0,0,0,232,125,71,0
487,0,1,0,0,0,0,0,24,20,4
488,1,0,0,0,0,0,88,160,91,0
489,0,1,0,0,1,0,34,325,237,0
490,0,1,0,0,1,0,136,128,8,2
491,0,1,0,0,1,0,220,136,63,87
492,0,1,0,0,1,0,9,201,106,51
493,0,1,0,0,1,0,402,283,379,33
494,0,0,0,0,0,0,0,54,39,0
495,0,1,0,0,1,0,34,155,0,0
496,1,0,0,0,0,0,88,160,91,0
497,1,0,0,0,0,0,88,156,91,0
498,0,1,0,0,0,0,95,219,42,17
499,1,1,0,0,0,0,88,268,142,0
500,0,0,0,0,0,0,99,363,0,0
501,0,1,0,0,0,0,2,22,0,2
502,1,0,0,0,0,0,116,109,95,117
503,0,0,0,0,0,0,0,81,0,0
504,0,0,0,0,1,0,9,41,17,3
505,0,1,0,0,0,0,91,304,122,86
506,0,1,0,0,0,0,95,101,53,12
507,0,0,0,0,0,0,35,47,0,0
508,1,0,0,0,0,0,88,156,91,0
509,0,0,0,0,1,0,9,41,17,3
510,1,0,0,0,0,0,88,220,89,0
511,0,1,0,1,0,0,0,227,9,11
512,0,1,0,0,0,0,116,279,134,91
513,0,0,0,0,1,0,9,41,17,3
514,0,0,0,0,0,0,138,17,3,0
515,0,1,0,0,0,0,136,137,0,0
516,0,1,0,0,0,0,195,40,94,49
517,0,1,0,0,0,0,212,112,26,292
518,0,1,0,0,0,0,69,179,68,38
519,0,0,0,0,0,0,0,29,0,0
520,0,1,0,0,1,0,136,151,5,3
521,0,1,0,0,0,0,232,146,49,22
522,0,0,0,0,1,0,9,32,19,3
523,0,0,0,0,0,0,125,163,39,0
524,0,0,0,0,0,0,227,27,0,0
525,0,1,0,0,0,0,56,238,60,53
526,0,1,0,0,1,0,0,229,229,229
527,0,1,0,0,0,0,136,112,8,2
528,0,1,0,0,0,0,40,77,224,50
529,1,1,0,0,0,0,88,306,115,0
530,0,1,0,0,0,0,0,220,103,146
531,0,0,0,0,0,0,112,148,24,21
532,0,0,0,0,0,0,69,55,0,0
533,1,0,0,0,0,0,136,178,84,228
534,0,1,0,0,0,0,453,170,160,0
535,0,0,0,0,1,0,9,41,17,3
536,0,1,0,0,0,0,69,96,0,0
537,1,1,0,0,0,0,0,99,221,21
538,0,1,0,0,1,0,0,252,0,0
539,1,1,0,0,1,0,82,351,83,0
540,0,1,0,1,0,0,214,327,0,2
541,0,0,0,0,0,0,0,82,0,0
542,0,1,0,0,0,0,259,19,428,0
543,0,1,1,0,1,0,389,8,4,0
544,0,1,0,0,0,0,35,66,0,0
545,0,1,0,0,0,0,175,130,55,28
546,0,0,0,0,0,0,9,38,20,3
547,1,1,0,0,0,0,88,221,109,0
548,0,0,0,0,0,0,50,172,94,29
549,0,1,0,0,0,0,25,138,178,0
550,0,0,0,0,1,0,0,21,1,0
551,0,0,0,0,0,0,0,70,295,0
552,0,0,0,0,1,0,9,41,17,3
553,1,1,0,0,0,0,88,261,190,0
554,0,0,0,0,0,0,36,18,0,0
555,0,1,0,0,0,0,64,311,60,0
556,0,0,0,0,0,0,9,38,20,3
557,0,0,0,0,0,0,37,27,10,0
558,0,0,0,0,0,0,103,72,0,0
559,0,0,0,0,0,0,0,68,0,0
560,0,1,0,0,0,0,40,227,65,30
561,0,1,0,0,0,0,56,94,108,45
562,1,0,0,0,0,0,88,156,115,0
563,1,0,0,0,0,0,0,136,0,7
564,0,1,0,0,1,0,402,344,260,36
565,1,1,0,0,1,0,111,251,0,0
566,1,1,0,0,0,0,88,160,108,0
567,1,1,0,0,0,0,145,150,165,94
568,1,0,0,0,0,0,88,277,72,0
569,0,0,0,0,1,0,9,41,17,3
570,0,0,0,0,1,0,9,41,17,3
571,1,1,0,0,0,0,87,104,194,57
572,0,0,0,0,0,0,212,123,96,322
573,1,1,0,0,0,0,0,390,886,20
574,1,1,1,1,1,0,155,547,154,79
575,0,0,0,0,1,0,136,121,256,6
576,0,0,0,0,0,0,9,38,20,3
577,0,0,0,0,1,0,9,41,17,3
578,0,1,0,0,0,0,100,117,65,68
579,0,1,0,0,0,0,0,680,0,39
580,0,1,0,0,0,0,113,223,284,0
581,1,0,0,0,0,0,88,145,91,0
582,0,1,0,0,0,0,0,352,33,68
583,1,0,0,0,0,0,88,170,91,0
584,0,1,0,0,0,0,453,136,66,0
585,0,1,0,0,1,0,0,305,0,0
586,1,1,0,0,0,0,57,184,151,0
587,1,1,0,0,0,0,106,158,94,132
588,0,0,0,0,1,0,9,41,17,3
589,0,1,0,0,0,0,48,479,15,51
590,0,1,0,0,0,0,36,91,251,1
591,0,1,0,0,1,0,165,304,53,206
592,0,0,0,0,0,0,29,41,0,4
593,0,0,0,0,1,0,9,41,17,3
594,0,0,0,0,1,0,9,41,17,3
595,0,1,0,0,0,0,79,191,81,19
596,0,1,0,0,0,0,56,146,190,6
597,0,0,0,0,1,0,9,41,17,3
598,1,0,0,0,0,0,114,152,29,40
599,1,0,0,0,0,0,88,194,89,0
600,0,1,0,0,1,0,249,89,127,0
601,0,1,0,0,0,0,164,116,149,31
602,1,0,0,0,0,0,88,169,91,0
603,1,1,0,0,0,0,88,245,88,0
604,1,1,0,0,1,0,56,254,114,37
605,1,1,0,0,0,0,88,379,147,0
606,1,1,0,0,0,0,130,274,0,66
607,0,1,0,0,0,0,118,193,112,0
608,0,1,0,0,0,0,90,227,72,30
609,0,1,0,0,1,0,85,148,43,29
610,1,1,0,0,0,0,257,246,0,0
611,1,1,0,0,0,0,143,240,72,0
612,0,1,0,0,0,0,136,100,12,2
613,0,1,0,0,1,0,83,287,97,3
614,0,1,0,0,0,0,116,123,352,44
615,0,1,0,0,0,0,116,183,134,90
616,0,0,0,0,1,0,135,244,15,12
617,1,0,0,0,0,0,88,156,91,0
618,0,1,0,0,0,0,136,102,12,2
619,0,1,0,0,0,0,0,88,0,0
620,1,0,0,0,0,0,116,109,95,117
621,0,1,0,0,1,0,34,92,0,0
622,0,0,0,0,1,0,0,73,38,0
623,0,0,0,0,1,0,9,41,17,3
624,1,1,0,0,0,0,88,279,176,0
625,0,1,0,0,1,0,153,129,93,101
626,0,0,0,0,0,0,0,323,0,11
627,0,1,0,0,1,0,165,144,140,33
628,0,0,0,0,0,0,34,80,36,32
629,0,1,1,1,1,0,80,106,53,175
630,0,1,1,1,1,0,90,238,105,127
